transaction_id,customer_id,product_id,transaction_date
3046,1318394,318333,2015-06-02
1412,249247,73051,2015-06-02
11901,1000767,457410,2015-06-02
14500,419048,123079,2015-06-02
17521,1161163,116475,2015-06-02
30,163561,44001,2015-06-02
12271,331270,180751,2015-06-02
8689,3926,335331,2015-06-02
2352,213145,23762,2015-06-02
5385,300882,26154,2015-06-03
10144,37382,255708,2015-06-02
1466,691766,8611,2015-06-02
8297,1314032,100393,2015-06-02
5450,672767,431918,2015-06-03
2336,168685,111530,2015-06-03
2547,795060,331159,2015-06-03
4029,273385,55133,2015-06-03
1524,536804,160272,2015-06-02
1524,536804,276282,2015-06-02
10505,1197550,362851,2015-06-02
6727,482439,463280,2015-06-02
10143,1218905,444190,2015-06-02
14028,213145,44845,2015-06-02
7892,308437,436938,2015-06-02
11307,712844,366421,2015-06-02
13767,99830,329443,2015-06-02
14518,1355914,179290,2015-06-02
13303,723092,273747,2015-06-02
13303,723092,406121,2015-06-02
12559,888741,156767,2015-06-03
8709,88841,37068,2015-06-03
13402,1161163,30024,2015-06-03
15470,825321,54008,2015-06-03
17535,1406087,261886,2015-06-02
11666,992844,322078,2015-06-02
17535,1406087,19269,2015-06-02
2821,992447,324670,2015-06-02
5313,425069,25688,2015-06-02
15588,1200007,266085,2015-06-02
13691,1027708,168166,2015-06-03
15942,1335026,326173,2015-06-03
14609,1254716,451501,2015-06-03
14609,1254716,7574,2015-06-03
9862,991198,327083,2015-06-02
17265,138131,362634,2015-06-02
11965,286616,449489,2015-06-02
415,686854,384212,2015-06-02
12224,196502,415653,2015-06-02
12715,566850,410143,2015-06-02
7106,213145,378223,2015-06-02
10007,286616,132672,2015-06-03
12082,1270624,60980,2015-06-03
4806,149854,204808,2015-06-02
16056,213145,382499,2015-06-02
2837,1129560,440954,2015-06-02
14028,213145,21198,2015-06-02
4072,213145,205139,2015-06-02
7105,771946,425468,2015-06-02
5105,138131,86844,2015-06-02
7105,771946,368025,2015-06-02
10050,167489,374554,2015-06-02
2062,286616,364449,2015-06-03
10007,286616,19142,2015-06-03
119,69804,428257,2015-06-03
939,1161163,268335,2015-06-03
8800,1170936,272563,2015-06-02
6996,893043,362606,2015-06-02
2070,859454,23626,2015-06-02
3327,1167802,266476,2015-06-03
3327,1167802,165589,2015-06-03
14609,1254716,433543,2015-06-03
14609,1254716,79801,2015-06-03
12150,1028073,89775,2015-06-03
7654,1149234,166703,2015-06-02
12302,213145,181227,2015-06-02
8668,286616,268081,2015-06-02
9667,1114514,441653,2015-06-02
4084,121322,465951,2015-06-03
13087,286616,651,2015-06-02
13087,286616,331490,2015-06-02
14154,286616,435265,2015-06-02
10529,163561,41422,2015-06-02
2150,286616,151839,2015-06-02
15975,1201579,184086,2015-06-02
589,760652,260609,2015-06-02
6789,213145,445105,2015-06-03
2329,1161163,416012,2015-06-03
4813,213240,241274,2015-06-02
5921,12148,193554,2015-06-02
5921,12148,428040,2015-06-02
12031,1209965,216786,2015-06-02
2572,1202248,433441,2015-06-04
5941,266762,38932,2015-06-04
2787,438441,204494,2015-06-04
14644,268428,192288,2015-06-04
10955,163561,143643,2015-06-04
3662,163561,379390,2015-06-03
3662,163561,293038,2015-06-03
6395,1339801,465943,2015-06-03
83,1093035,424421,2015-06-03
14820,468154,111572,2015-06-03
9541,893113,273958,2015-06-03
15168,1196832,310702,2015-06-03
12253,892355,372188,2015-06-04
17480,310500,76447,2015-06-04
5744,438441,211561,2015-06-04
17190,438441,193205,2015-06-04
953,1093035,379520,2015-06-03
2476,933310,179494,2015-06-03
1366,759288,179290,2015-06-03
12185,943518,245449,2015-06-03
11502,1259098,461686,2015-06-04
2622,1072212,170262,2015-06-04
10724,974794,420960,2015-06-04
723,42040,334477,2015-06-04
2459,1100390,80858,2015-06-03
4110,438441,390379,2015-06-03
16000,946607,406543,2015-06-03
10501,438441,446852,2015-06-03
6086,1093035,260256,2015-06-03
14366,566009,187719,2015-06-03
3338,677741,291217,2015-06-04
7473,403341,173956,2015-06-04
15520,729155,269085,2015-06-04
7360,57905,36868,2015-06-03
6943,1093035,357585,2015-06-03
9347,1093035,335331,2015-06-03
12578,57905,138196,2015-06-03
7360,57905,338395,2015-06-03
4533,438441,108452,2015-06-03
2623,438441,272318,2015-06-03
2623,438441,342084,2015-06-03
9629,438441,215868,2015-06-03
4958,438441,4001,2015-06-04
10539,983395,384453,2015-06-04
14427,907091,49754,2015-06-03
4487,1029499,242521,2015-06-03
3566,85734,444763,2015-06-03
16635,163561,277139,2015-06-03
3203,149194,143621,2015-06-03
10941,1090857,401682,2015-06-03
6943,1093035,260256,2015-06-03
1352,264398,430240,2015-06-03
5307,523878,127969,2015-06-04
1131,1308455,256721,2015-06-03
12185,943518,203964,2015-06-03
17279,1137704,43090,2015-06-03
8499,973908,80858,2015-06-03
11840,1093035,336393,2015-06-04
12667,438441,259467,2015-06-04
13708,438441,225877,2015-06-04
12843,255393,146735,2015-06-04
16715,316213,90897,2015-06-04
14544,940689,19750,2015-06-03
8004,57905,341009,2015-06-03
332,917293,290509,2015-06-03
7919,499833,152236,2015-06-03
15958,749201,379953,2015-06-03
1843,338801,449023,2015-06-03
7023,949454,109616,2015-06-03
4700,2019,393144,2015-06-03
7023,949454,357788,2015-06-03
10185,321452,374825,2015-06-03
4700,2019,445559,2015-06-03
17224,228703,81705,2015-06-04
7719,438441,58233,2015-06-04
12747,1362413,12609,2015-06-04
8568,438441,160272,2015-06-04
6423,438441,456874,2015-06-04
9656,740324,162556,2015-06-03
2623,438441,331552,2015-06-03
14693,163561,143418,2015-06-03
15913,1363181,152249,2015-06-03
4538,163561,279618,2015-06-03
1907,1002060,427952,2015-06-03
4533,438441,322957,2015-06-03
16029,156973,197394,2015-06-03
12837,163561,324462,2015-06-03
15726,849034,370745,2015-06-03
17548,1260481,359344,2015-06-03
11801,654148,216305,2015-06-03
7534,50921,448481,2015-06-03
10664,1354658,245409,2015-06-04
1549,53181,239968,2015-06-04
14729,438441,260256,2015-06-04
2476,933310,247307,2015-06-03
15753,57905,62275,2015-06-03
862,163049,38965,2015-06-03
13896,256505,373360,2015-06-03
4206,207917,449489,2015-06-03
13370,163561,432925,2015-06-03
2,556967,151855,2015-06-03
2419,1029499,242521,2015-06-03
1366,759288,15380,2015-06-03
3286,91370,171143,2015-06-03
17279,1137704,214113,2015-06-03
4903,40175,97750,2015-06-04
5830,1093035,412096,2015-06-04
11598,1066293,76499,2015-06-04
6154,1093035,127415,2015-06-04
13497,438441,283115,2015-06-04
17378,849908,36904,2015-06-04
2683,123031,179601,2015-06-04
15027,411703,162474,2015-06-04
3944,147954,1891,2015-06-03
2623,438441,232413,2015-06-03
6323,961411,253156,2015-06-03
16910,57905,386480,2015-06-03
7023,949454,82232,2015-06-03
4107,775282,89044,2015-06-04
9512,1093035,2270,2015-06-03
2846,777788,216266,2015-06-04
10780,709126,188148,2015-06-04
3038,163561,206925,2015-06-04
11723,1267997,358391,2015-06-03
15968,1362413,12609,2015-06-04
7719,438441,307981,2015-06-04
16627,693104,207749,2015-06-04
8568,438441,119736,2015-06-04
14729,438441,297292,2015-06-04
1275,747091,453646,2015-06-04
4960,985901,58863,2015-06-03
9913,85734,418746,2015-06-03
15753,57905,178554,2015-06-03
1937,311402,208270,2015-06-03
13527,57905,62275,2015-06-03
1366,759288,52776,2015-06-03
10271,424643,309005,2015-06-03
16715,316213,96375,2015-06-04
4745,576405,76426,2015-06-04
15139,913490,276155,2015-06-03
1132,580612,248566,2015-06-03
11008,379864,168952,2015-06-03
7023,949454,253549,2015-06-03
6086,1093035,196177,2015-06-03
4110,438441,372206,2015-06-03
9283,57905,267416,2015-06-03
10762,1093035,147555,2015-06-03
10223,57905,459583,2015-06-03
13727,1093035,126929,2015-06-03
9625,106733,46644,2015-06-03
15150,100840,187913,2015-06-03
10267,50921,448481,2015-06-03
5029,789844,107352,2015-06-03
4304,892355,433169,2015-06-04
10805,105033,185896,2015-06-04
1275,747091,390988,2015-06-04
14573,666908,12885,2015-06-04
5820,1342737,390591,2015-06-04
81,552165,409804,2015-06-04
9591,273431,411886,2015-06-03
13527,57905,178554,2015-06-03
10092,251892,143643,2015-06-03
14296,747310,113952,2015-06-03
11840,1093035,456056,2015-06-04
1520,542183,404369,2015-06-04
4708,596234,461891,2015-06-04
6111,295588,437293,2015-06-04
16404,547933,334094,2015-06-04
7827,983850,242245,2015-06-03
2517,438441,403969,2015-06-03
2517,438441,97132,2015-06-03
2795,859783,138290,2015-06-03
10501,438441,87069,2015-06-03
15194,1244048,144507,2015-06-03
9636,438441,398907,2015-06-04
9463,500412,161354,2015-06-04
2369,163561,421884,2015-06-03
5821,57905,428257,2015-06-03
11808,1122208,430042,2015-06-03
8899,451106,17478,2015-06-03
10539,983395,385755,2015-06-04
14495,597930,146364,2015-06-04
7,1037560,97890,2015-06-04
14644,268428,232172,2015-06-04
2787,438441,119736,2015-06-04
6883,1252195,326234,2015-06-03
17462,1088976,390799,2015-06-03
15638,480628,361976,2015-06-03
14088,151498,413921,2015-06-03
13332,743835,76196,2015-06-03
15371,494239,177179,2015-06-03
15958,749201,198209,2015-06-03
2680,187302,417927,2015-06-04
9376,438441,191640,2015-06-04
16485,763195,76533,2015-06-04
4601,633063,402462,2015-06-04
2371,342306,390984,2015-06-03
2371,342306,370295,2015-06-03
17279,1137704,69442,2015-06-03
10621,1297821,121086,2015-06-03
609,57905,429769,2015-06-04
6154,1093035,288525,2015-06-04
16715,316213,72422,2015-06-04
12843,255393,20740,2015-06-04
1791,770282,152433,2015-06-04
8771,1322865,313391,2015-06-03
2623,438441,211718,2015-06-03
6323,961411,232172,2015-06-03
14123,1402575,333089,2015-06-03
4110,438441,419468,2015-06-03
1795,438441,398489,2015-06-03
1839,469105,309778,2015-06-03
17068,432499,142671,2015-06-03
2712,1257751,52888,2015-06-03
8082,1159681,413990,2015-06-03
2846,777788,165773,2015-06-04
3746,892355,443188,2015-06-04
7771,530033,357474,2015-06-05
6958,610403,168386,2015-06-05
9619,196128,321577,2015-06-04
9925,438441,258901,2015-06-04
3770,1317721,6731,2015-06-04
3844,503857,184716,2015-06-04
13204,1230978,41803,2015-06-04
5708,1384800,285758,2015-06-04
3785,434418,349140,2015-06-04
2120,646421,458919,2015-06-05
2120,646421,282064,2015-06-05
16998,1224659,204777,2015-06-05
9453,633063,312728,2015-06-05
12327,729152,31514,2015-06-05
10326,878690,105812,2015-06-05
7207,307607,26102,2015-06-04
2055,128223,302563,2015-06-04
8914,1367601,318333,2015-06-04
8693,1207981,350734,2015-06-04
3653,407882,1171,2015-06-04
3041,95233,181483,2015-06-04
13755,405676,50259,2015-06-05
8328,1362665,117075,2015-06-05
11022,1093035,331079,2015-06-04
11275,166173,112277,2015-06-04
11537,962933,426122,2015-06-05
17112,503857,372188,2015-06-05
15356,1093035,460188,2015-06-05
15356,1093035,119736,2015-06-05
15040,253924,92466,2015-06-05
1033,1337142,226828,2015-06-05
23,527277,351124,2015-06-04
10054,503857,216271,2015-06-04
12997,503857,460553,2015-06-04
8518,503857,247376,2015-06-04
1037,365135,208939,2015-06-05
3937,939751,38965,2015-06-05
11345,668775,3563,2015-06-04
9925,438441,93608,2015-06-04
3352,530033,389158,2015-06-05
9181,438441,236949,2015-06-05
2120,646421,107519,2015-06-05
11548,438441,413093,2015-06-05
14092,1028639,343861,2015-06-05
16549,438441,389814,2015-06-05
11537,962933,292966,2015-06-05
9662,446931,399374,2015-06-04
15980,823143,7943,2015-06-05
9224,813307,446522,2015-06-04
3642,1152346,367627,2015-06-04
11124,503857,262297,2015-06-04
4324,503857,224614,2015-06-04
3770,1317721,425746,2015-06-04
10868,438441,29725,2015-06-04
2509,1116716,271151,2015-06-04
13420,1369100,461455,2015-06-04
11022,1093035,44646,2015-06-04
13027,503857,224464,2015-06-04
66,1093035,246130,2015-06-04
66,1093035,150882,2015-06-04
15385,892355,302242,2015-06-04
6087,1213114,461686,2015-06-04
7186,189240,297404,2015-06-04
4394,428886,193518,2015-06-04
23,527277,397642,2015-06-04
9560,700903,252340,2015-06-04
15979,1093035,254290,2015-06-04
11555,127910,425009,2015-06-04
4663,621588,30024,2015-06-04
15212,530033,337358,2015-06-05
3241,74483,374092,2015-06-05
1119,184974,6633,2015-06-05
3540,811563,370019,2015-06-05
14048,530033,80711,2015-06-05
11112,1170743,164344,2015-06-04
4003,998545,286731,2015-06-04
9925,438441,234384,2015-06-04
7397,221190,80435,2015-06-04
15105,1093035,138788,2015-06-04
13889,226075,417927,2015-06-04
652,354324,78890,2015-06-05
16133,1041299,153935,2015-06-05
8914,1367601,318333,2015-06-04
16586,494335,460553,2015-06-04
6087,1213114,32581,2015-06-04
10961,625795,305742,2015-06-04
9662,446931,454818,2015-06-04
9730,477390,265966,2015-06-04
23,527277,93556,2015-06-04
8811,651173,317938,2015-06-04
13010,959037,106359,2015-06-04
13232,530033,332610,2015-06-05
3425,85734,144507,2015-06-05
3829,310685,40618,2015-06-05
14893,438441,259405,2015-06-04
3785,434418,400397,2015-06-04
5708,1384800,285758,2015-06-04
16826,741296,417464,2015-06-04
15273,774018,274798,2015-06-05
8926,109408,165337,2015-06-05
16621,561611,15822,2015-06-04
15712,33196,30336,2015-06-04
5992,208560,187132,2015-06-04
15059,128578,92678,2015-06-04
5148,438441,15822,2015-06-04
11005,888739,312728,2015-06-05
2429,1165927,263980,2015-06-04
6124,503857,260194,2015-06-04
4003,998545,2142,2015-06-04
5641,207043,194010,2015-06-05
17216,366204,128519,2015-06-05
6072,497546,278319,2015-06-05
15071,503857,111530,2015-06-05
3916,897873,395497,2015-06-05
17308,1093035,245577,2015-06-04
16603,154454,249434,2015-06-04
4675,40879,133052,2015-06-04
3785,434418,159822,2015-06-04
13207,301201,256432,2015-06-04
13598,52108,397692,2015-06-04
6117,953412,84337,2015-06-04
16917,987912,175246,2015-06-04
15887,506467,30048,2015-06-04
16463,438441,390689,2015-06-04
15239,802259,345576,2015-06-04
12784,1304736,228392,2015-06-04
1261,649460,121377,2015-06-04
11555,127910,139085,2015-06-04
15712,33196,245474,2015-06-04
5992,208560,41169,2015-06-04
15763,561611,15822,2015-06-04
13186,561611,15822,2015-06-04
15030,503857,336760,2015-06-05
14661,1072230,334477,2015-06-05
409,892355,249207,2015-06-05
15624,1001567,9877,2015-06-05
2429,1165927,63092,2015-06-04
3264,494396,80858,2015-06-04
15777,503857,420960,2015-06-04
5898,1396583,176162,2015-06-04
9206,503857,236814,2015-06-05
375,438441,179601,2015-06-04
16774,577261,448494,2015-06-04
4387,438441,301925,2015-06-04
11198,527277,351124,2015-06-04
400,1040979,268883,2015-06-04
3770,1317721,394256,2015-06-04
11408,366436,33139,2015-06-05
16012,731857,292192,2015-06-04
15289,189240,297404,2015-06-04
3416,892355,261568,2015-06-04
11430,503857,439194,2015-06-05
16549,438441,377133,2015-06-05
17593,323687,95729,2015-06-04
3821,1317103,57946,2015-06-04
15157,959037,299908,2015-06-04
16642,503857,244838,2015-06-04
15712,33196,31239,2015-06-04
7884,95794,430550,2015-06-04
3517,1152644,418606,2015-06-05
9030,892355,236578,2015-06-05
10296,783905,309778,2015-06-05
15405,1313950,88425,2015-06-05
10792,1247679,185117,2015-06-05
15273,774018,288077,2015-06-05
9985,89000,336842,2015-06-04
9619,196128,390152,2015-06-04
3770,1317721,208880,2015-06-04
1820,291283,300559,2015-06-04
375,438441,119736,2015-06-04
14949,503857,432992,2015-06-05
12050,966010,46458,2015-06-05
16625,939751,38965,2015-06-05
6072,497546,287504,2015-06-05
9533,337282,316472,2015-06-04
14197,503857,288418,2015-06-04
10896,33571,58638,2015-06-04
23,527277,57548,2015-06-04
10703,503857,236814,2015-06-04
3821,1317103,280065,2015-06-04
16885,198153,112112,2015-06-04
12685,892355,460553,2015-06-04
853,1254716,291964,2015-06-04
15026,763580,257115,2015-06-04
1735,462027,315911,2015-06-04
3829,310685,381603,2015-06-05
14819,286790,226828,2015-06-05
3165,1168133,205541,2015-06-04
8263,503857,36864,2015-06-05
4009,1093035,5043,2015-06-05
9653,906238,427931,2015-06-06
4604,138131,318333,2015-06-06
9419,1051557,187359,2015-06-05
8807,397350,60980,2015-06-05
12836,1187988,80858,2015-06-05
13224,1161163,15466,2015-06-05
11653,129689,226828,2015-06-05
5327,746939,392474,2015-06-05
3282,1093035,155050,2015-06-05
8327,1341202,388624,2015-06-06
16877,1077145,272259,2015-06-06
14384,1161163,325310,2015-06-06
2561,1051607,257040,2015-06-06
5024,981144,398756,2015-06-05
11909,138131,420960,2015-06-05
6141,138131,23257,2015-06-05
2818,1106190,91970,2015-06-05
552,1021202,312717,2015-06-06
15756,138131,138427,2015-06-05
12236,433067,296448,2015-06-05
3429,889802,158912,2015-06-05
4028,1161163,117677,2015-06-05
6591,666046,394217,2015-06-05
8037,1270574,286940,2015-06-05
3357,352193,358041,2015-06-06
3620,1161163,119736,2015-06-05
6902,1161163,331517,2015-06-06
14031,1055770,210846,2015-06-06
4782,390314,257040,2015-06-05
4761,967483,334936,2015-06-06
14275,1341202,448413,2015-06-05
12652,503511,127879,2015-06-06
7541,823073,210002,2015-06-05
13224,1161163,23912,2015-06-05
17295,1341202,175356,2015-06-05
7185,1290069,249933,2015-06-05
12733,387860,160975,2015-06-05
168,1391644,51483,2015-06-05
3936,1216079,340022,2015-06-06
3207,886402,461765,2015-06-06
15224,1093035,288418,2015-06-05
7095,1316274,177536,2015-06-05
12419,855614,104699,2015-06-06
12419,855614,300906,2015-06-06
4440,138131,289633,2015-06-05
5579,1398811,266553,2015-06-06
4413,138131,332224,2015-06-06
4133,143679,384397,2015-06-05
5327,746939,130113,2015-06-05
3282,1093035,312023,2015-06-05
11168,74080,62613,2015-06-05
14311,904294,366888,2015-06-05
14035,22944,328901,2015-06-05
